feature	coef.treatment_group	stderr.treatment_group	pval.treatment_group	qval.treatment_group	coef.responder_group	stderr.responder_group	pval.responder_group	qval.responder_group
28	PYRIDOXAMINE	-0.0204662959819571	0.0144028706208488	0.156505012391835	0.612134700631348	-0.020458836793722	0.0186299067335833	0.273655558975497	0.751501204977192
29	1-METHYLXANTHINE	-0.228173443524666	0.162588928683716	0.161684216416326	0.612134700631348	-0.100834446909547	0.205536716535117	0.624337484196964	0.90775542199418
30	5-AMINOPENTANOIC ACID	-0.0133256164875082	0.00962423320306734	0.167351431209802	0.612134700631348	-0.00486016791977232	0.0126087349744886	0.700369884725963	0.90775542199418
31	DEOXYCARNITINE	-0.0158569721306468	0.0115648468896093	0.171501540524465	0.612134700631348	-0.0224633027925007	0.0150956234182441	0.138553667891382	0.603125562158624
32	N-ACETYL-TYROSINE	0.0915062633478772	0.0670428947672122	0.173453730132379	0.612134700631348	-0.00978320884064418	0.0825478413092241	0.905796615470948	0.938327925614326
33	TRIMETHYLAMINE N-OXIDE	-0.0649970434812562	0.0480874256882539	0.177650838124101	0.612134700631348	-0.0121876000449546	0.0597821671337355	0.838697193209987	0.9285576067682
34	2-METHYLHIPPURIC ACID	0.094403599621696	0.070115781945982	0.179334115011931	0.612134700631348	0.0242273569533723	0.0882870298206189	0.784092500162798	0.90775542199418
35	PHOSPHOCHOLINE	0.0304849691754773	0.0226751069895172	0.179969579432123	0.612134700631348	0.0324607364553002	0.0280786818317758	0.249249234716346	0.734651731147154
36	2-METHOXYCINNAMALDEHYDE	-0.0852980866851174	0.0638127160828278	0.182477639631206	0.612134700631348	-0.0638015870537673	0.079828067808101	0.425248652222237	0.865963253032681
37	GLUTAMINE	0.00801350573222761	0.0059974310619273	0.182653096156128	0.612134700631348	0.0107530793920505	0.00738603373182364	0.147241850979892	0.603125562158624
38	PROPIONYLCARNITINE	0.0334395178206923	0.0257020640548163	0.194382059572287	0.634299352288517	0.0273622806546098	0.0321987593154527	0.396614665122965	0.862810850442941
39	URIDINE	-0.0186802376295763	0.0148617479386258	0.20989263925774	0.667350955588713	-0.021404599054539	0.0191588860555806	0.26545147619543	0.748090523823483
40	PROPYLPARABEN	-0.0416135225541012	0.0339862524294464	0.221888624492911	0.68511402988113	-0.0914976889860555	0.042826152443901	0.0340450539923489	0.351798891254272
41	7-METHYLXANTHINE	-0.0833197722932452	0.0687352289276838	0.226529638912309	0.68511402988113	-0.0679341264771343	0.0845737959582313	0.42293094098238	0.865963253032681
42	4-QUINOLINECARBOXYLIC ACID	-0.0243053327633618	0.0207034624609637	0.241467296742388	0.712903447525145	-0.0268886464385274	0.0285145266063138	0.347005803500659	0.811862634605314
43	1,5-ANHYDRO-GLUCITOL	-0.0186297246048968	0.0171137096637408	0.277333528975631	0.791102581368055	-0.00244863681408138	0.0209302542659338	0.907003442012836	0.938327925614326
44	ASP-PHE	0.0816248235006929	0.0766647920734858	0.287989286514797	0.791102581368055	0.192420901162934	0.0960725201125365	0.0467526334025743	0.386488436127948
45	5-HYDROXYINDOLE-3-ACETIC ACID	0.0219909005785713	0.0208527682462576	0.292585547758749	0.791102581368055	0.0401276466871904	0.0273434004059642	0.144043754818873	0.603125562158624
46	CITRULLINE	0.0103196246095934	0.0098734655499656	0.296895914282939	0.791102581368055	0.0162914050498233	0.012894206340903	0.208121370723247	0.684212238081093
47	2-AMINO-2-METHYLPROPANOIC ACID	-0.0183642229740283	0.0176783618015131	0.299853397776601	0.791102581368055	0.00303554591096173	0.0228738809001555	0.894578582835804	0.938327925614326
48	3-AMINOSALICYLIC ACID	0.0225145970596467	0.0220639794045524	0.308465512247445	0.796869239972566	0.00763482485853217	0.0277932725152201	0.783874143120015	0.90775542199418
49	PHENOLSULFONIC ACID	-0.069746616614583	0.0728776642256083	0.339427512620318	0.839018047841995	-0.00932004113825232	0.0964616353751223	0.923140686269083	0.94602847187906
50	SN-GLYCERO-3-PHOSPHOCHOLINE	0.0178678917108169	0.0187153353083444	0.340596356853388	0.839018047841995	0.00880350017964457	0.0234952372778538	0.708347730041984	0.90775542199418
51	TYROSINE	0.0101534545920778	0.0107344450113111	0.345080003547917	0.839018047841995	0.0037249070840087	0.0133589169954438	0.780706003117232	0.90775542199418
52	HOMOCITRULLINE	-0.0218287011778357	0.0234120605078999	0.352000511101157	0.839385834164297	-0.016833792491019	0.0299114055409339	0.574307562915662	0.90775542199418
53	ARGININE	-0.0114100137133524	0.0124879389667437	0.361720449498789	0.846289353544336	-0.0456410580361286	0.0163188965395627	0.00574519982743327	0.0890505973252157
54	4-HYDROXY-PHENYLGLYCINE	0.0461844133377129	0.0514884430638745	0.37054671697797	0.850885053801264	-0.0171974250987822	0.0666603486751902	0.796724486632871	0.90775542199418
55	3-METHYLXANTHINE	-0.0829335978899303	0.0961276592627427	0.389064049511458	0.877162584353105	-0.178139142962494	0.120889950615982	0.142416092365203	0.603125562158624
56	5-HYDROXYINDOLE	-0.0233132652598547	0.0282579156929928	0.410109514626794	0.888854360416543	-0.0248821060576459	0.034768260191218	0.475168725615498	0.887094186447623
57	CATECHOL	-0.0284020824550177	0.0346076230947299	0.412566888604541	0.888854360416543	-0.063236373741343	0.0460567331093654	0.171526144616421	0.66466381038863
58	PUTRESCINE	0.0137844620333389	0.0169114435944929	0.415754458904512	0.888854360416543	0.0063735882789416	0.0209443504215315	0.76125698900359	0.90775542199418
59	ALLO-ISOLEUCINE	0.00639373065699497	0.00815805805707235	0.433902657510236	0.90514389172035	0.0147948610795143	0.0102516551045413	0.150781390539656	0.603125562158624
60	5-HYDROXY-TRYPTOPHAN	-0.0114446864081312	0.0147330536184363	0.437972850832427	0.90514389172035	-0.00750021665254629	0.0161568797093553	0.643079520316849	0.90775542199418
61	SEROTONIN	-0.015637524251682	0.0212790255639595	0.463067509016369	0.941317559311963	-0.05669989358655	0.0262795357725479	0.0323407073962334	0.351798891254272
62	INDOLEPYRUVIC ACID	0.0102346869207824	0.0147118457799848	0.487245639103852	0.959381333856637	-0.00681582531579501	0.0193695602772072	0.725354010284505	0.90775542199418
63	PROLINE	0.0105389513347726	0.0151555491688532	0.487427613169098	0.959381333856637	0.0259464263070712	0.020857864324362	0.215195784557763	0.684212238081093
64	PROPIONYLGLYCINE	0.00760515867693681	0.0117433715328458	0.517800269976327	0.981305578664771	0.00476241396845171	0.015073617592881	0.752426114218619	0.90775542199418
65	OMEPRAZOLE	-0.115791464931824	0.17962704311094	0.519734310799542	0.981305578664771	-0.23106260574098	0.229789981691469	0.316042120003783	0.768416134911159
66	LISINOPRIL	0.145741537870087	0.228129135497079	0.52347295286774	0.981305578664771	0.20385458853066	0.292911296867799	0.487387699051045	0.887094186447623
67	ADENOSINE	-0.146305371245022	0.234678498399419	0.533542958268223	0.981305578664771	0.047941424408906	0.286873095970608	0.867473022097002	0.937933428390382
68	PHENYLALANINE	-0.00837181951067848	0.0135808470888211	0.538135317332294	0.981305578664771	-0.0121071759417178	0.0197347921102972	0.540355548715612	0.905225087876944
69	2-AMINOBENZOIC ACID	0.0188895514847669	0.0314806317900364	0.548998058656708	0.984050429105171	0.0178314142364875	0.0393459208221197	0.650975507635521	0.90775542199418
70	OMEGA-HYDROXYDODECANOIC ACID	-0.0383739075337547	0.0658879231165697	0.560788259019593	0.984050429105171	-0.0312900693384309	0.0860373194693907	0.716540879737104	0.90775542199418
71	METHIONINE	-0.00926786827677642	0.0162211224173661	0.568253262357683	0.984050429105171	0.00275032863798446	0.0208188969764	0.895052928018513	0.938327925614326
72	4-ACETAMIDOBUTANOIC ACID	0.00705761766089304	0.0124689730672208	0.57186664907698	0.984050429105171	0.00525250056210136	0.0164842024705658	0.750385061989098	0.90775542199418
73	PANTOTHENIC ACID	-0.0133523494620416	0.0245827439368198	0.587480072528564	0.984050429105171	-0.0304202197138471	0.0294537390044782	0.303132830686846	0.76661569751437
74	1-METHYLNICOTINAMIDE	-0.0151817641591553	0.0279622223632993	0.587632044599923	0.984050429105171	-0.0265657544254986	0.0355936314690637	0.456461453727772	0.887094186447623
75	1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE	0.0118201646703765	0.022695189120336	0.60292865285535	0.984050429105171	-0.00194371835586612	0.0271954975751212	0.943104614531532	0.958565345917295
76	NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE	-0.0112351810826164	0.0220122451673633	0.610195197332871	0.984050429105171	0.000679544713693135	0.0284121046372931	0.98094603070143	0.98094603070143
77	3-METHYLHISTIDINE	0.0203973270647659	0.0403813691100494	0.613899477891987	0.984050429105171	0.00592043629191852	0.0511900301845518	0.908059282852573	0.938327925614326
78	KYNURENINE	0.0060053226334349	0.0121521608629922	0.621593428473827	0.984050429105171	0.00571440309527776	0.0163016810395836	0.726359388265172	0.90775542199418
79	ALLOTHREONINE	0.00609697339789887	0.0134399990655347	0.650459253464687	0.984050429105171	0.0267071994929869	0.0171849249775239	0.121986545240861	0.601095069395693
80	5'-METHYLTHIOADENOSINE	-0.0105485695818665	0.0232957321303413	0.651057974870716	0.984050429105171	-0.0190082100946784	0.0174953878626786	0.278782705072184	0.751501204977192
81	LYSINE	-0.00906946933937468	0.0201125035763027	0.652406611516041	0.984050429105171	-0.0184451346146715	0.0253737060798308	0.468245887140358	0.887094186447623
82	CINNAMALDEHYDE	-0.0123713899032823	0.0278409399088217	0.65714801580214	0.984050429105171	-0.0241641869356117	0.0352242370919799	0.493624990845855	0.887094186447623
83	TRIGONELLINE	-0.014194941790092	0.0340484324042786	0.677088400913366	0.984050429105171	-0.0205269605424531	0.0384909680314243	0.594515280198908	0.90775542199418
84	CARNITINE	0.00607703775704914	0.0149986066230005	0.68567936981774	0.984050429105171	-0.0120721390779722	0.0192602373180063	0.531622646215322	0.905225087876944
85	1,7-DIMETHYLURIC ACID	0.0201325460699035	0.0515971567194484	0.696714009952188	0.984050429105171	-0.0859782531875913	0.066225357591079	0.19592337376816	0.684212238081093
86	THEOPHYLLINE	-0.0160383492531133	0.0427190046560309	0.707637162098136	0.984050429105171	-0.097698096237352	0.0533163584909159	0.0686077328184523	0.472631048304893
87	PARAXANTHINE	-0.0393968667792311	0.110027306921001	0.72058229872237	0.984050429105171	-0.24349434834296	0.144311064379278	0.0933501341521839	0.526155301585036
88	2,6-DIMETHOXYBENZOIC ACID	-0.0220878926281061	0.0620176523342828	0.722010074059197	0.984050429105171	-0.121721707497291	0.0791766280538292	0.126036062937807	0.601095069395693
89	NIFEDIPINE	0.0186563421928935	0.0524485645418841	0.722344845124387	0.984050429105171	-0.0401264715546384	0.069304924623316	0.563352765795538	0.907217441021385
90	AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID	-0.00630463332634973	0.0182897439032608	0.730588889759274	0.984050429105171	-0.0354007042704363	0.0221112647407152	0.111195685180229	0.579544484399339
91	ACETYL-CARNITINE	-0.0169625765368202	0.0534374309010257	0.751170160185683	0.984050429105171	0.0155282972594331	0.0673729422724942	0.817989034249178	0.913789551773857
92	5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID	-0.00795287170286174	0.0279298739460608	0.776064151361875	0.984050429105171	-0.0080838596621878	0.0332523508263231	0.80821097264242	0.911074187342364
93	SUBERIC ACID	-0.0153445342819998	0.0545032972723341	0.77852219800131	0.984050429105171	-0.0824030562707799	0.0721150502305479	0.254758261607481	0.734651731147154
94	N-BUTYRYLGLYCINE	0.00990856728389266	0.0352236958200727	0.778698419127143	0.984050429105171	-0.0446752578088666	0.0465501428508572	0.338533863513051	0.807273059146506
95	GALACTITOL	-0.0211099185896501	0.0761616629866355	0.781865383531792	0.984050429105171	-0.0906638040574624	0.0888799095444328	0.309119232868698	0.76661569751437
96	SERINE	-0.00356686988815821	0.0132206380461266	0.787529080383152	0.984050429105171	-0.00473288922645343	0.0170913534210907	0.782174294677455	0.90775542199418
97	OCTYL GALLATE	0.030705146677668	0.114937316863979	0.789565428021844	0.984050429105171	0.0539247722852318	0.172711086900008	0.75524530289553	0.90775542199418
98	BIOTIN	-0.0545562896264898	0.208559549912868	0.793845265329528	0.984050429105171	-0.0114752469825255	0.26737415115429	0.965816146867388	0.973668310663058
99	4-METHYLCATECHOL	-0.0122101259409892	0.05001530483395	0.807322186177799	0.984050429105171	-0.0737714857403645	0.060453558590377	0.224011897087693	0.692257429903359
100	1-METHYLURIC ACID	0.0131971479411683	0.0553062617830193	0.811586530522932	0.984050429105171	-0.008480684392554	0.0516854394701659	0.869857615039467	0.937933428390382
101	TRYPTOPHAN ETHYL ESTER	-0.0104328442849178	0.0437446678615506	0.811683627469495	0.984050429105171	-0.0341970804529756	0.0575824641195261	0.553368043248507	0.905225087876944
102	5,6-DIHYDRO THYMINE	-0.00276281874487466	0.0136071270095785	0.839259174389677	0.984050429105171	-0.00700572123566021	0.0170625039820032	0.681880088114609	0.90775542199418
103	CREATININE	-0.00248082077702317	0.0138668261721163	0.858151382934909	0.984050429105171	-0.0123481495376411	0.0175561414119913	0.482781823057559	0.887094186447623
104	PHENYLACETIC ACID	-0.00916333865950919	0.0544710696158138	0.866536390628174	0.984050429105171	-0.0904335931243839	0.0714227693312188	0.207153390521458	0.684212238081093
105	4-AMINOPHENOL	-0.0204324513480177	0.121852128632429	0.866962047466455	0.984050429105171	-0.0910617458127748	0.147986065680882	0.539138822816468	0.905225087876944
106	BETAINE	-0.00369801233437836	0.0227428440565863	0.870957352120472	0.984050429105171	-0.0352971246278657	0.0276791089077918	0.203939036302035	0.684212238081093
107	SUBERIC ACID	0.00745461770286334	0.053432123532349	0.889149464338917	0.984050429105171	-0.0599437050327863	0.0693242090178263	0.388408287948785	0.860046923315166
108	BETAINE	0.00244626962190491	0.0176975615976869	0.890167291474004	0.984050429105171	-0.0193821836844406	0.0220032578299478	0.379606023820073	0.855839035521618
109	AZELAIC ACID	-0.0114688734104262	0.0832346089225091	0.890512042529847	0.984050429105171	-0.100673754804703	0.109982514662471	0.361276027380672	0.829596803614876
110	ELAIDIC ACID	-0.0062063065578566	0.0538003296454489	0.908249274805668	0.984050429105171	-0.0500388403491337	0.0727578026032416	0.492534204093357	0.887094186447623
111	METFORMIN	-0.0246281812907296	0.216100318254169	0.909351358131244	0.984050429105171	-0.0761120118662244	0.255144386229281	0.765824884819147	0.90775542199418
112	3-METHYLCATECHOL	-0.00643488260420134	0.0585270085473268	0.912535071672053	0.984050429105171	-0.0731010730509451	0.0712496803740847	0.306331275717224	0.76661569751437
113	BETA-LACTOSE	0.00123951105667668	0.0113763266508654	0.913321029241942	0.984050429105171	-0.00567290516452553	0.0145857962678	0.697803600322002	0.90775542199418
114	INDOLELACTIC ACID	0.00322635287108291	0.031025527396767	0.917256328474481	0.984050429105171	-0.012420748451606	0.0380454459175738	0.744462371907356	0.90775542199418
115	MALIC ACID	-0.0168610418911024	0.169803671457419	0.920977885542418	0.984050429105171	-0.162921069976957	0.19591478928151	0.406785913283974	0.865963253032681
116	4-PYRIDOXIC ACID	0.00362634763544606	0.043995908105444	0.934371725086919	0.984050429105171	-0.0344981374829258	0.0565987436518638	0.542978665198727	0.905225087876944
117	XANTHURENIC ACID	-0.00353085600251214	0.0435322718398333	0.935417012180289	0.984050429105171	-0.0151295627581024	0.0560701071734115	0.787610361390744	0.90775542199418
118	HIPPURIC ACID	-0.00399239716411308	0.056028146150861	0.943247378820836	0.984050429105171	-0.0328476832709302	0.0700438275089799	0.639689369145229	0.90775542199418
119	1-METHYLXANTHINE	0.0111131003550474	0.159113384821898	0.944370976318672	0.984050429105171	-0.0869657412143802	0.181074702161402	0.631638240658963	0.90775542199418
120	PHENYLACETYL-GLUTAMINE	-0.00190777734395374	0.0408374756160149	0.962774761564852	0.989465357810639	0.0614292046217875	0.0508734503307588	0.22889156956482	0.692257429903359
121	PHENYLALANINE	0.00043649386343755	0.0100898870518156	0.965526679799092	0.989465357810639	0.00214815280501484	0.0128042332701799	0.866961007908142	0.937933428390382
122	3-HYDROXYINDOLE	-0.00100404556471681	0.03190026859281	0.974914986202472	0.990897199091037	0.0170772358267612	0.0389625524745484	0.661716579261602	0.90775542199418
123	INDOLEACETIC ACID	-0.000617837459016464	0.0560372385112634	0.991211476605111	0.998121718867693	-0.034622436380016	0.0692964849635478	0.617972161881907	0.90775542199418
124	HISTIDINE	4.21727856084429e-05	0.0178977535565046	0.998121718867693	0.998121718867693	-0.00789621110520632	0.022753148453551	0.728984431742021	0.90775542199418
